"","t0","t1","t5","t22"
"1",0.000879505258988328,0.0010017149874081,0.000903861829700156,0.000781980531761619
"2",0.000580424003055246,0.000879505258988328,0.000812738333714099,0.000765837665190061
"3",0.00104237922278489,0.000580424003055246,0.000820563654964246,0.000774561537315459
"4",0.000450797116401342,0.00104237922278489,0.000798527928640932,0.000779500240027326
"5",0.000517383605814875,0.000450797116401342,0.00079096411772758,0.000772421235218138
"6",0.00125947034916339,0.000517383605814875,0.000694097841408935,0.000766425804424769
"7",0.00127679271965038,0.00125947034916339,0.000770090859443948,0.00079521261923717
"8",0.000689667306477279,0.00127679271965038,0.000909364602762975,0.000842858340780465
"9",0.00115943416987635,0.000689667306477279,0.000838822219501453,0.0008419361795162
"10",0.000637904006960265,0.00115943416987635,0.000980549630196455,0.000874937178793236
"11",0.000450178378567962,0.000637904006960265,0.00100465371042553,0.000872811741774916
"12",0.000786844903286144,0.000450178378567962,0.000842795316306447,0.000869944623524325
"13",0.000493720649762437,0.000786844903286144,0.0007448057530336,0.000865731921510675
"14",0.000114080618566172,0.000493720649762437,0.000705616421690632,0.000849875299179307
"15",0.000780618938485613,0.000114080618566172,0.000496545711428596,0.000803759577705504
"16",0.00105506497448184,0.000780618938485613,0.000525088697733666,0.000787975666481447
"17",0.000585200740232411,0.00105506497448184,0.000646066016916442,0.000784227890442565
"18",0.000932713826581982,0.000585200740232411,0.000605737184305695,0.000785398914138896
"19",0.000614555572005865,0.000932713826581982,0.000693535819669604,0.000767107599941776
"20",0.000253817992001584,0.000614555572005865,0.000793630810357542,0.000770437516996383
"21",0.000923581075313704,0.000253817992001584,0.000688270621060737,0.000729585705069116
"22",0.000705591663544034,0.000923581075313704,0.000661973841227109,0.000749356837084825
"23",0.000558866892376848,0.000705591663544034,0.000686052025889434,0.000735896686000095
"24",0.000743075878973871,0.000558866892376848,0.000611282639048407,0.000721322214790482
"25",0.000266510553283873,0.000743075878973871,0.000636986700442008,0.000728715481877693
"26",3.69548011987773e-05,0.000266510553283873,0.000639525212698466,0.000693448724173101
"27",0.000606202617801677,3.69548011987773e-05,0.000462199957875481,0.000674637709845712
"28",0.000475601785166599,0.000606202617801677,0.000442322148727009,0.000678674937663294
"29",0.000513594425743013,0.000475601785166599,0.000425669127284959,0.000643044548390712
"30",0.000616414611196808,0.000513594425743013,0.000379772836638788,0.000608353716849468
"31",0.000620867917651178,0.000616414611196808,0.000449753648221375,0.000605024048882174
"32",0.00288312954804458,0.000620867917651178,0.000566536271511855,0.000580543764690121
"33",0.000625565850526911,0.00288312954804458,0.00102192165756044,0.000682599471103044
"34",0.00143682148905407,0.000625565850526911,0.0010519144706325,0.00069057162891936
"35",0.000668764522912458,0.00143682148905407,0.00123655988329471,0.000720116019181539
"36",0.00106990848036176,0.000668764522912458,0.00124702986563784,0.000728072558870176
"37",0.000909920559647974,0.00106990848036176,0.00133683797817996,0.000771519279860885
"38",0.000914478433602202,0.000909920559647974,0.000942196180500635,0.000777396626277356
"39",0.0016300036015535,0.000914478433602202,0.000999978697115693,0.000771006328964645
"40",0.000693439303902822,0.0016300036015535,0.00103861511961558,0.000818497368115603
"41",0.00053232003295463,0.000693439303902822,0.00104355007581365,0.000807621253448369
"42",0.00107419304708885,0.00053232003295463,0.000936032386332226,0.000803883274400585
"43",0.00145118646570469,0.00107419304708885,0.000968886883820402,0.000841173049631825
"44",0.000479109066068278,0.00145118646570469,0.0010762284902409,0.000865155112831415
"45",0.000633501305186603,0.000479109066068278,0.000846049583143855,0.00085486044930979
"46",0.000959799776380145,0.000633501305186603,0.000834061983400612,0.000858252922619324
"47",0.000397331612550528,0.000959799776380145,0.000919557932085715,0.000868104008865064
"48",0.000482492795982312,0.000397331612550528,0.00078418564517805,0.000874050420649912
"49",0.00064070744690242,0.000482492795982312,0.000590446911233573,0.000894302147685527
"50",0.000721353492361098,0.00064070744690242,0.000622766587400402,0.000895870549008288
"51",0.000511075823832801,0.000721353492361098,0.000640337024835301,0.000907041081153493
"52",0.000962256360053531,0.000511075823832801,0.000550592234325832,0.000906926599248483
"53",0.000527793336140198,0.000962256360053531,0.000663577183826432,0.000922646678741971
"54",0.000812981329961293,0.000527793336140198,0.000672637291858009,0.000918416015946017
"55",0.000556504537375953,0.000812981329961293,0.000707092068469784,0.000824318369669504
"56",0.000465402499882665,0.000556504537375953,0.000674122277472755,0.000821179219071733
"57",0.000127416024330562,0.000465402499882665,0.000664987612682728,0.000777023810473033
"58",0.000735548322155414,0.000127416024330562,0.000498019545538134,0.000752417060537492
"59",0.000877010378941446,0.000735548322155414,0.000539570542741177,0.000737218871528113
"60",0.00165286414437485,0.000877010378941446,0.000552376352537208,0.00073572295422327
"61",0.000842503741243485,0.00165286414437485,0.000771648273936988,0.000769285941076573
"62",0.000713108603832674,0.000842503741243485,0.000847068522209152,0.000733490492880663
"63",0.000519729827281919,0.000713108603832674,0.000964207038109574,0.000734384551968383
"64",0.00066117845006028,0.000519729827281919,0.000921043339134875,0.000733812269892351
"65",0.000873237779541565,0.00066117845006028,0.000877876953358642,0.000715038879118325
"66",0.00103320914567953,0.000873237779541565,0.000721951680391984,0.000688768484292728
"67",0.000660894893732656,0.00103320914567953,0.000760092761279194,0.000713954851547785
"68",0.000785165395184121,0.000660894893732656,0.000749650019259191,0.000715200014663515
"69",0.000744637559453466,0.000785165395184121,0.000802737132839631,0.000707262088245514
"70",0.0012459956599021,0.000744637559453466,0.000819428954718268,0.000723048722195647
"71",0.00108455648758232,0.0012459956599021,0.000893980530790375,0.000757753397828365
"72",0.000955959935942952,0.00108455648758232,0.000904249999170932,0.000777928354222906
"73",0.0011894695487122,0.000955959935942952,0.000963263007612991,0.000788592283476626
"74",0.000812993997175357,0.0011894695487122,0.00104412383831861,0.000819428361880235
"75",0.000849815909353775,0.000812993997175357,0.00105779512586299,0.000812643709022137
"76",0.000693728041309111,0.000849815909353775,0.00097855917575332,0.000827281098713663
"77",0.00100049177098089,0.000693728041309111,0.000900393486498679,0.000821860494684018
"78",0.000755680974562736,0.00100049177098089,0.000909299853506268,0.000842041732575152
"79",0.00114996142920723,0.000755680974562736,0.000822542138676375,0.000855236208696973
"80",0.000819809882108671,0.00114996142920723,0.00088993562508275,0.000901715545282277
"81",0.000813732985168716,0.000819809882108671,0.00088393441963373,0.000905545616189243
"82",0.000765571710912591,0.000813732985168716,0.00090793540840565,0.000902669371017755
"83",0.000533071164413363,0.000765571710912591,0.00086095139639199,0.000862337896769471
"84",0.000641989421601414,0.000533071164413363,0.000816429434362115,0.000848272779640829
"85",0.000846208628928054,0.000641989421601414,0.000714835032840951,0.000845040089539408
"86",0.00040507878208286,0.000846208628928054,0.000720114782204828,0.000859880035068778
"87",0.000751905238016087,0.00040507878208286,0.000638383941587657,0.000848239141069804
"88",0.000558818586037768,0.000751905238016087,0.000635650647008356,0.000842724025545919
"89",0.000822527431622111,0.000558818586037768,0.000640800131333237,0.000821160818289475
"90",0.000863125795737015,0.000822527431622111,0.000676907733337376,0.000828507751829905
"91",0.000400509177273827,0.000863125795737015,0.000680291166699168,0.000832051406400491
"92",0.000403539543351535,0.000400509177273827,0.000679377245737362,0.000816409207210507
"93",0.000556250908820815,0.000403539543351535,0.000609704106804451,0.0007781157473673
"94",0.000888521458448683,0.000556250908820815,0.000609190571361061,0.000754101857423595
"95",0.000348608316337605,0.000888521458448683,0.000622389376726375,0.000751036472082946
"96",0.000517710193308313,0.000348608316337605,0.000519485880846493,0.00071281550697501
"97",0.000560671254540122,0.000517710193308313,0.00054292608405339,0.000699393515890144
"98",0.000528486714423161,0.000560671254540122,0.000574352426291108,0.000686250577034979
"99",0.000417790377801928,0.000528486714423161,0.000568799587411577,0.000678739607631072
"100",0.000320447082038104,0.000417790377801928,0.000474653371282226,0.000652253180668391
"101",0.00028702799967619,0.000320447082038104,0.000469021124422326,0.000632469821917272
"102",0.000824422054355974,0.00028702799967619,0.000422884685695901,0.000593245575120406
"103",0.000647053614481514,0.000824422054355974,0.000475634845659072,0.000593455219313465
"104",0.000541733541582754,0.000647053614481514,0.000499348225670742,0.000585878884282229
"105",0.000420999145407744,0.000541733541582754,0.000524136858426907,0.000575704422039964
"106",0.000657971117454056,0.000420999145407744,0.000544247271100835,0.00057061023935789
"107",0.000474777524088081,0.000657971117454056,0.000618435894656409,0.000571336680078465
"108",0.000264458277663308,0.000474777524088081,0.00054850698860283,0.000554453448040284
"109",0.000369785632510034,0.000264458277663308,0.000471987921239189,0.000548061606930304
"110",0.00072135174319103,0.000369785632510034,0.000437598339424645,0.000530692533952757
