R2 train,R2 test,MSE train,MSE test
0.6511010502511944,0.6417811259871227,7.077329623805637e-08,2.951913003619446e-08
0.6977797417910817,0.5589855663631176,5.034956119981495e-08,7.050618290195924e-08
0.6096532881809722,0.7063002375179235,4.9671444382686975e-08,7.188208867273131e-08
