R2 train,R2 test,MSE train,MSE test
0.2872087412452218,0.24110120459478324,1.4551108884411485e-07,6.29534013086552e-08
0.30816422519793485,0.23861054498335166,1.1599324618702905e-07,1.2249900991944754e-07
0.29002610656793937,0.3017887286548905,9.0909011722864e-08,1.7198003868273557e-07
