R2 train,R2 test,MSE train,MSE test
0.7092569245301925,0.5655378741330673,7.113296867096151e-08,3.580197728165053e-08
0.6364327151616236,0.45952106318406083,2.9949812215698495e-08,8.64078448851343e-08
0.5605103352147297,0.6303402453070392,7.023826940557321e-08,9.047305670599956e-08
