R2 train,R2 test,MSE train,MSE test
0.7099730881410606,0.13012618743963222,7.095775265382045e-08,7.215918056736752e-08
0.6403782268929998,0.12964801351741806,2.962479029987324e-08,1.400298571553101e-07
0.5605103352147297,0.19786396278400775,7.023826940557321e-08,1.9757828664590034e-07
